mass,mass_error_min,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,updated_year,updated_month,updated_day,updated_hour,updated_dayofweek,updated_is_weekend
0.8,0.1,1.9,0.2,0.05,0.083,0.009,0.009,4.081423,1.1e-05,1.1e-05,0.044,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454966.858,0.00176,0.00176,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.87,0.32,0.32,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.468662,40.343853,12.0,7.96,11.514,10.932,10.794,178.27,0.54,0.54,-0.046,0.1,0.1,1.0,0.04,0.04,0.61,0.03,0.03,4.37,4.0,1.0,4493.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.09,0.01,0.01,11.419412,4.7e-05,4.7e-05,0.087,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454975.118,0.00271,0.00271,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.9,0.34,0.34,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.468662,40.343853,12.0,7.96,11.514,10.932,10.794,178.27,0.54,0.54,-0.046,0.1,0.1,1.0,0.04,0.04,0.61,0.03,0.03,4.37,4.0,1.0,4493.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.079,0.004,0.003,6.83437001,1.52e-05,1.52e-05,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2016,90.0,30.0,40.0,2457375.59,3.0,11.0,2454969.863,0.0018,0.0018,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.468662,40.343853,12.0,7.96,11.514,10.932,10.794,178.27,0.54,0.54,-0.046,0.1,0.1,1.0,0.04,0.04,0.61,0.03,0.03,4.37,4.0,1.0,4493.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.086,0.045,0.045,14.425281,0.000144,0.000144,0.103,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454969.752,0.00606,0.00606,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.21,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,299.501738,40.670806,12.0,7.96,13.175,12.779,12.698,1362.18,199.6,199.6,-0.827,0.1,0.1,1.0,0.04,0.04,0.68,0.36,0.36,4.37,4.0,1.0,5502.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.128,0.069,0.069,26.67569,0.000171,0.000171,0.155,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454982.999,0.0043,0.0043,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.18,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,299.501738,40.670806,12.0,7.96,13.175,12.779,12.698,1362.18,199.6,199.6,-0.827,0.1,0.1,1.0,0.04,0.04,0.68,0.36,0.36,4.37,4.0,1.0,5502.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.169,0.09,0.09,58.034616,0.000363,0.000363,0.261,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454971.733,0.00419,0.00419,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.19,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,299.501738,40.670806,12.0,7.96,13.175,12.779,12.698,1362.18,199.6,199.6,-0.827,0.1,0.1,1.0,0.04,0.04,0.68,0.36,0.36,4.37,4.0,1.0,5502.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.147,0.027,0.027,9.024389,3.4e-05,3.4e-05,0.087,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454966.538,0.00239,0.00239,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.01,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.944481,40.480035,12.0,7.96,12.566,12.289,12.296,709.0,54.5,75.95,0.009,0.1,0.1,1.0,0.04,0.04,1.15,0.21,0.21,4.37,4.0,1.0,6258.0,100.0,100.0,2025,2,25,0,1,False
0.8,0.1,1.9,0.2,0.05,0.133,0.025,0.025,17.340824,0.0001,0.0001,0.134,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454971.967,0.00419,0.00419,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.17,0.21,0.21,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.944481,40.480035,12.0,7.96,12.566,12.289,12.296,709.0,54.5,75.95,0.009,0.1,0.1,1.0,0.04,0.04,1.15,0.21,0.21,4.37,4.0,1.0,6258.0,100.0,100.0,2025,2,25,0,1,False
0.8,0.1,1.9,0.2,0.05,0.153,0.036,0.036,14.383035,0.000211,0.000211,0.122,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454973.56,0.01006,0.01006,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.54,0.25,0.25,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.082749,50.863483,12.0,7.96,12.277,12.065,11.987,993.14,17.37,17.37,-0.297,0.1,0.1,1.0,0.04,0.04,1.33,0.24,0.24,4.37,4.0,1.0,6117.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.192,0.036,0.036,47.318218,0.000695,0.000695,0.269,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2455003.06,0.00897,0.00897,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.24,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.082749,50.863483,12.0,7.96,12.277,12.065,11.987,993.14,17.37,17.37,-0.297,0.1,0.1,1.0,0.04,0.04,1.33,0.24,0.24,4.37,4.0,1.0,6117.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.203,0.023,0.036,184.256405,0.00317,0.00317,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2016,90.0,30.0,40.0,2457375.59,3.0,11.0,2455088.258,0.0133,0.0133,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.082749,50.863483,12.0,7.96,12.277,12.065,11.987,993.14,17.37,17.37,-0.297,0.1,0.1,1.0,0.04,0.04,1.33,0.24,0.24,4.37,4.0,1.0,6117.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.109,0.021,0.021,4.028751,1.9e-05,1.9e-05,0.051,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454966.769,0.0031,0.0031,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.06,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,288.370225,43.35461,12.0,7.96,12.303,12.082,11.993,636.78,7.51,7.51,-0.22,0.1,0.1,1.0,0.04,0.04,1.26,0.24,0.24,4.37,4.0,1.0,6090.0,120.0,120.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.139,0.031,0.031,6.124821,2.6e-05,2.6e-05,0.068,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454967.936,0.00285,0.00285,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.59,0.25,0.25,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,288.370225,43.35461,12.0,7.96,12.303,12.082,11.993,636.78,7.51,7.51,-0.22,0.1,0.1,1.0,0.04,0.04,1.26,0.24,0.24,4.37,4.0,1.0,6090.0,120.0,120.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.123,0.024,0.024,8.921099,5.6e-05,5.6e-05,0.087,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454970.491,0.00423,0.00423,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.11,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,288.370225,43.35461,12.0,7.96,12.303,12.082,11.993,636.78,7.51,7.51,-0.22,0.1,0.1,1.0,0.04,0.04,1.26,0.24,0.24,4.37,4.0,1.0,6090.0,120.0,120.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.13,0.026,0.026,11.242861,5.9e-05,5.9e-05,0.102,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454969.317,0.00355,0.00355,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.21,0.24,0.24,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,288.370225,43.35461,12.0,7.96,12.303,12.082,11.993,636.78,7.51,7.51,-0.22,0.1,0.1,1.0,0.04,0.04,1.26,0.24,0.24,4.37,4.0,1.0,6090.0,120.0,120.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.112,0.02,0.02,7.031462,5.1e-05,5.1e-05,0.076,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454967.452,0.00453,0.00453,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.11,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,289.921461,46.74456,12.0,7.96,11.83,11.575,11.537,860.93,16.72,16.72,-0.145,0.1,0.1,1.0,0.04,0.04,1.33,0.24,0.24,4.37,4.0,1.0,6090.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.156,0.029,0.029,54.280749,0.000562,0.000562,0.297,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454973.717,0.00648,0.00648,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.53,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,289.921461,46.74456,12.0,7.96,11.83,11.575,11.537,860.93,16.72,16.72,-0.145,0.1,0.1,1.0,0.04,0.04,1.33,0.24,0.24,4.37,4.0,1.0,6090.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.127,0.017,0.027,13.61159129,8.29e-05,8.29e-05,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2016,90.0,30.0,40.0,2457375.59,3.0,11.0,2454977.172,0.00448,0.00448,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,289.921461,46.74456,12.0,7.96,11.83,11.575,11.537,860.93,16.72,16.72,-0.145,0.1,0.1,1.0,0.04,0.04,1.33,0.24,0.24,4.37,4.0,1.0,6090.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.113,0.049,0.049,11.829851,0.000209,0.000209,0.102,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454970.618,0.01179,0.01179,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.56,0.38,0.38,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.398631,45.343533,12.0,7.96,13.908,13.527,13.477,831.86,14.98,14.98,-0.009,0.1,0.1,1.0,0.04,0.04,0.88,0.33,0.33,4.37,4.0,1.0,5654.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.153,0.076,0.076,14.751166,0.000261,0.000261,0.118,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454970.138,0.01059,0.01059,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.85,0.31,0.31,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.398631,45.343533,12.0,7.96,13.908,13.527,13.477,831.86,14.98,14.98,-0.009,0.1,0.1,1.0,0.04,0.04,0.88,0.33,0.33,4.37,4.0,1.0,5654.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.186,0.088,0.088,10.613839,0.000111,0.000111,0.095,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2455196.737,0.00454,0.00454,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.45,0.21,0.21,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.409458,38.34003,12.0,7.96,14.543,14.172,14.056,1096.92,43.86,43.86,-0.131,0.1,0.1,1.0,0.04,0.04,0.89,0.42,0.42,4.37,4.0,1.0,5818.0,250.0,250.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.416,2.378,2.378,29.726682,0.011477,0.011477,0.188,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2456560.204,0.40097,0.40097,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.88,0.39,0.39,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.409458,38.34003,12.0,7.96,14.543,14.172,14.056,1096.92,43.86,43.86,-0.131,0.1,0.1,1.0,0.04,0.04,0.89,0.42,0.42,4.37,4.0,1.0,5818.0,250.0,250.0,2021,2,5,0,4,False
0.02,0.004,0.02,0.0044,0.0044,0.128,0.003,0.003,2.42629,1e-05,1e-05,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2455003.457,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.1,0.06,0.06,0.35,0.1,0.1,2.89,0.6,0.6,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.848044,44.968224,12.52,12.312,11.34,11.035,10.97,367.86,3.42,3.42,0.18,0.07,0.07,1.07,0.06,0.06,1.07,0.02,0.02,5.84,4.0,1.0,5538.0,75.0,75.0,2021,2,5,0,4,False
0.009,0.006,0.00853,0.0057,0.0057,0.076,0.003,0.003,4.62332,1e-05,1e-05,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.374,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.36,0.06,0.06,0.35,0.1,0.1,1.0,0.6,0.6,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.848044,44.968224,12.52,12.312,11.34,11.035,10.97,367.86,3.42,3.42,0.18,0.07,0.07,1.07,0.06,0.06,1.07,0.02,0.02,5.84,4.0,1.0,5538.0,75.0,75.0,2021,2,5,0,4,False
0.005251,0.002586,1.9,0.2,0.05,0.10358,0.00348,0.00348,0.669310092,5.87e-07,5.87e-07,0.0153,0.001,0.001,0.0,0.03,0.0,87.19,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454967.132,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.157,0.157,0.272,0.35,0.1,0.1,2.7,1.0,1.0,1983.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.036347,49.614506,12.0,7.96,11.332,10.983,10.91,341.69,2.54,2.54,0.33,0.07,0.07,0.96,0.096,0.151,1.057,0.06,0.0347,7.47,4.0,1.0,5476.0,75.0,75.0,2024,8,2,0,4,False
0.8,0.0493,11.089,0.0493,0.0493,0.178,0.009,0.009,2091.7494,4.931925,4.931925,3.27,0.001,0.001,0.221,0.0003,0.0003,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,173.0695,0.77,0.77,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.036347,49.614506,12.0,7.96,11.332,10.983,10.91,341.69,2.54,2.54,0.33,0.07,0.07,0.96,0.096,0.151,1.057,0.06,0.0347,7.47,4.0,1.0,5476.0,75.0,75.0,2024,8,2,0,4,False
0.01573,0.1,0.02,0.2,0.05,0.073,0.0003,0.0003,2.46502,1e-05,1e-05,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.679,0.001,0.002,2454965.679,0.001,0.001,2454717.65,0.0007,0.00041,42.0,4.0,5.0,0.92,0.01,0.01,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,284.786175,48.423233,9.0,7.96,7.784,7.539,12.826,89.01,0.26,0.26,-0.2,0.1,0.1,1.08,0.07,0.07,1.23,0.03,0.03,6.68,4.0,1.0,6104.0,74.0,74.0,2021,2,5,0,4,False
0.06922,0.0692,0.0692,0.2,0.05,0.106,0.003,0.003,68.9584,1e-05,1e-05,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2455012.082,0.001,0.002,2455012.082,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.9,0.01,0.01,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,293.67919,46.852764,9.439,9.211,8.2,7.838,7.768,68.31,0.1,0.1,0.08,0.1,0.1,0.92,0.06,0.06,0.89,0.02,0.02,6.8,0.5,0.4,5460.0,75.0,75.0,2023,1,23,0,0,False
2.2,0.4,1.9,0.2,0.05,1.17,0.04,0.04,6.87349,0.00064,0.00064,0.08,0.003,0.003,0.0,0.03,0.0,89.7,0.1,0.1,3e-05,2010,90.0,30.0,40.0,2457375.59,3.0,11.0,2455005.52,0.0024,0.0024,2455005.52,0.0024,0.0024,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.045,0.037,0.011,0.35,0.1,0.1,179.0,21.0,21.0,1620.0,30.0,30.0,1050.0,69.0,0.16,0.03,0.03,3.36,296.81369,47.526608,14.76,7.96,13.536,13.294,12.826,2700.0,200.0,200.0,0.1,0.1,0.1,1.48,0.06,0.06,2.13,0.06,0.06,2.8,0.3,0.3,6510.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.253,0.005,0.005,17.833648,5.4e-05,5.4e-05,0.1226,0.0047,0.0047,0.17,0.32,0.32,87.72,0.15,0.15,2e-05,2013,270.0,60.0,60.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2455014.222,0.00058,0.00058,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,283.150698,45.139832,9.5,7.96,8.417,8.191,12.826,132.0,6.9,6.9,0.01,0.1,0.1,1.21,0.03,0.03,1.35,0.01,0.01,2.76,0.54,0.54,6273.0,140.0,140.0,2024,8,2,0,4,False
0.0805,0.0082,1.9,0.2,0.05,0.16647,0.00544,0.00544,3.005156,2e-06,2e-06,0.03831,0.0008,0.0008,0.146,0.004,0.005,87.4,0.1,0.1,2e-05,2013,41.5,3.1,3.8,2457375.59,3.0,11.0,2455135.387,0.0003,0.0003,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.574,0.015,0.012,0.35,0.1,0.1,2.7,1.0,1.0,1138.0,17.0,17.0,1050.0,69.0,0.16,0.03,0.03,3.36,287.605582,49.523262,12.5,7.96,10.641,10.161,12.826,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,0.212,0.031,0.031,4837.0,127.0,150.0,2024,8,3,0,5,True
0.0831,0.0186,1.9,0.2,0.05,0.28888,0.00964,0.00964,7.834435,2e-06,2e-06,0.07258,0.001,0.001,0.108,0.004,0.003,88.61,0.04,0.04,2e-05,2016,103.0,1.7,1.6,2457375.59,3.0,11.0,2454968.222,0.0002,0.0002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.62,0.009,0.007,0.35,0.1,0.1,2.7,1.0,1.0,838.0,10.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,287.605582,49.523262,12.5,7.96,10.641,10.161,12.826,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,0.212,0.031,0.031,4837.0,127.0,150.0,2024,8,3,0,5,True
0.04782,0.01605,1.9,0.2,0.05,0.30119,0.01079,0.01079,58.02035,0.00056,0.00056,0.2757,0.004,0.004,0.128,0.003,0.003,89.43,0.02,0.02,2e-05,2018,30.5,1.1,1.1,2457375.59,3.0,11.0,2454984.848,0.0061,0.0061,2454984.848,0.0061,0.0061,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.7193,0.012,0.014,0.35,0.1,0.1,2.7,1.0,1.0,410.0,10.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,287.605582,49.523262,12.5,7.96,10.641,10.161,12.826,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,0.212,0.031,0.031,4837.0,127.0,150.0,2024,8,3,0,5,True
0.03398,0.00346,1.9,0.2,0.05,0.178,0.009,0.009,31.509728,8.5e-05,8.5e-05,0.186,0.003,0.003,0.016,0.001,0.002,88.04,0.02,0.02,2e-05,2018,-103.3,1.5,1.5,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,1.688,0.006,0.006,0.35,0.1,0.1,2.7,1.0,1.0,503.0,9.0,9.0,1050.0,69.0,0.16,0.03,0.03,3.36,287.605582,49.523262,12.5,7.96,10.641,10.161,12.826,153.676,0.453,0.455,0.11,0.1,0.1,0.87,0.04,0.04,0.82,0.02,0.02,0.212,0.031,0.031,4837.0,127.0,150.0,2024,8,3,0,5,True
0.941,0.019,1.9,0.2,0.05,1.341,0.046,0.044,1.7208604,3e-07,3e-07,0.02897,0.00092,0.00093,0.0038,0.0032,0.0087,80.559,0.079,0.084,2e-05,2014,125.0,150.0,49.0,2457375.59,3.0,11.0,2454966.021,2e-05,2e-05,2454966.021,2.3e-05,2.3e-05,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.7942,0.0032,0.0028,0.35,0.1,0.1,142.0,11.0,11.0,1850.0,30.0,30.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.110327,43.680958,13.73,7.96,13.19,12.932,12.826,1121.32,20.26,20.26,0.27,0.12,0.12,1.17,0.09,0.09,1.29,0.04,0.04,5.1,1.7,1.7,5750.0,90.0,90.0,2021,2,5,0,4,False
0.211,0.066,1.9,0.2,0.05,0.3881,0.009,0.009,66.262,1e-05,1e-05,0.3553,0.001,0.001,0.1181,0.03,0.0,89.929,0.2,0.5,2e-05,2013,94.6,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,288.5125,51.1625,12.0,7.96,13.391,13.527,12.826,39.4,1.0,1.0,0.0,0.1,0.1,1.3623,0.04,0.04,0.7761,0.02,0.02,4.37,4.0,1.0,4700.0,100.0,100.0,2024,8,12,0,0,False
