mass,mass_error_min,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,updated_year,updated_month,updated_day,updated_hour,updated_dayofweek,updated_is_weekend
0.8,0.1,1.9,0.2,0.05,0.095165,0.009,0.009,8.256299973,1e-05,1e-05,0.085,0.001,0.001,0.0,0.03,0.0,87.44,0.2,0.5,2e-05,2017,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454970.927,0.00336,0.00336,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.816,0.561,0.142,0.35,0.1,0.1,2.7,1.0,1.0,1387.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,285.182787,43.831089,12.0,7.96,9.721,9.547,9.504,269.39,1.71,1.71,0.0,0.1,0.1,1.34,0.04,0.04,1.57,0.35,0.35,4.37,4.0,1.0,6152.0,100.0,100.0,2024,6,9,0,6,True
0.8,0.1,1.9,0.2,0.05,0.118,0.056,0.056,5.262155,4.7e-05,4.7e-05,0.055,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454969.368,0.00573,0.00573,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.6,0.37,0.37,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,299.136166,45.869934,12.0,7.96,13.403,12.953,12.89,960.89,20.9,20.9,-0.314,0.1,0.1,0.8,0.04,0.04,0.94,0.45,0.45,4.37,4.0,1.0,5600.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.142,0.069,0.069,12.162701,0.000109,0.000109,0.097,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454970.533,0.00493,0.00493,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.03,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,299.136166,45.869934,12.0,7.96,13.403,12.953,12.89,960.89,20.9,20.9,-0.314,0.1,0.1,0.8,0.04,0.04,0.94,0.45,0.45,4.37,4.0,1.0,5600.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.118,0.046,0.046,12.904532,0.000121,0.000121,0.095,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454977.32,0.00557,0.00557,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.33,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.342584,38.363134,12.0,7.96,13.367,12.807,12.674,470.0,28.59,22.93,-0.157,0.1,0.1,0.67,0.04,0.04,0.67,0.27,0.27,4.37,4.0,1.0,4710.0,200.0,200.0,2025,2,25,0,1,False
0.8,0.1,1.9,0.2,0.05,0.111,0.044,0.044,31.200751,0.000354,0.000354,0.172,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454973.076,0.0071,0.0071,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.36,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.342584,38.363134,12.0,7.96,13.367,12.807,12.674,470.0,28.59,22.93,-0.157,0.1,0.1,0.67,0.04,0.04,0.67,0.27,0.27,4.37,4.0,1.0,4710.0,200.0,200.0,2025,2,25,0,1,False
0.8,0.1,1.9,0.2,0.05,0.1,0.029,0.029,22.597053,0.000243,0.000243,0.148,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454973.42,0.00748,0.00748,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.02,0.21,0.21,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.026112,44.782871,12.0,7.96,12.419,12.082,12.038,919.44,11.1,11.1,-0.567,0.1,0.1,0.76,0.04,0.04,0.88,0.25,0.25,4.37,4.0,1.0,5577.0,145.0,145.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.101,0.029,0.029,45.348269,0.000779,0.000779,0.236,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454975.251,0.00907,0.00907,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.1,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.026112,44.782871,12.0,7.96,12.419,12.082,12.038,919.44,11.1,11.1,-0.567,0.1,0.1,0.76,0.04,0.04,0.88,0.25,0.25,4.37,4.0,1.0,5577.0,145.0,145.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.20635,0.01445,0.0187,10.04380879,7.55e-05,7.55e-05,0.097,0.001,0.001,0.0,0.03,0.0,89.531,3.1649,0.4689,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2455799.289,0.004632,0.004632,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.84,0.3,0.3,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,294.338483,50.336544,12.0,7.96,14.156,13.851,13.819,1493.94,49.82,49.82,-0.034,0.1,0.1,1.09,0.04,0.04,1.13,0.56,0.56,4.37,4.0,1.0,6326.0,250.0,250.0,2024,10,17,0,3,False
0.8,0.1,1.9,0.2,0.05,0.21064,0.01303,0.04898,15.16213142,0.00014321,0.00014321,0.036,0.001,0.001,0.0,0.03,0.0,89.2315,7.134,0.7683,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2455796.231,0.008835,0.008835,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.94,0.33,0.33,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,294.338483,50.336544,12.0,7.96,14.156,13.851,13.819,1493.94,49.82,49.82,-0.034,0.1,0.1,1.09,0.04,0.04,1.13,0.56,0.56,4.37,4.0,1.0,6326.0,250.0,250.0,2024,10,17,0,3,False
0.8,0.1,1.9,0.2,0.05,0.21617,0.01436,0.0187,56.41581418,0.00134877,0.00134877,0.036,0.001,0.001,0.0,0.03,0.0,89.8225,0.6797,0.1773,2e-05,2020,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2455795.94,0.012769,0.012769,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,294.338483,50.336544,12.0,7.96,14.156,13.851,13.819,1493.94,49.82,49.82,-0.034,0.1,0.1,1.09,0.04,0.04,1.13,0.56,0.56,4.37,4.0,1.0,6326.0,250.0,250.0,2024,10,17,0,3,False
0.8,0.1,1.9,0.2,0.05,0.13338,0.018,0.0312,12.31043,0.000218,0.000218,0.096,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454974.872,0.006,0.006,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.8,0.29,0.29,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,289.858871,48.693855,12.0,7.96,14.183,13.754,13.605,904.74,29.69,29.69,-0.225,0.1,0.1,0.74,0.04,0.04,0.77,0.43,0.43,4.37,4.0,1.0,5178.0,200.0,200.0,2024,10,17,0,3,False
0.8,0.1,1.9,0.2,0.05,0.17183,0.017,0.0375,25.193458,0.000342,0.000342,0.155,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454979.432,0.0082,0.0082,2454979.422,0.0054,0.0054,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.0,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,289.858871,48.693855,12.0,7.96,14.183,13.754,13.605,904.74,29.69,29.69,-0.225,0.1,0.1,0.74,0.04,0.04,0.77,0.43,0.43,4.37,4.0,1.0,5178.0,200.0,200.0,2024,10,17,0,3,False
0.8,0.1,1.9,0.2,0.05,0.092,0.021,0.021,6.791636,9.4e-05,9.4e-05,0.068,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454969.487,0.00817,0.00817,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.03,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,287.798184,45.656715,12.0,7.96,12.909,12.608,12.536,819.95,11.21,11.21,-0.233,0.1,0.1,1.03,0.04,0.04,1.05,0.24,0.24,4.37,4.0,1.0,5774.0,154.0,154.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.079,0.02,0.02,11.837549,0.000329,0.000329,0.098,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454975.212,0.01677,0.01677,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.13,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,287.798184,45.656715,12.0,7.96,12.909,12.608,12.536,819.95,11.21,11.21,-0.233,0.1,0.1,1.03,0.04,0.04,1.05,0.24,0.24,4.37,4.0,1.0,5774.0,154.0,154.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.072,0.009,0.009,3.173315,1.8e-05,1.8e-05,0.036,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454966.7,0.0035,0.0035,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.2,0.24,0.24,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,284.828038,44.60873,12.0,7.96,13.261,12.657,12.544,611.32,65.09,65.09,-0.329,0.1,0.1,0.59,0.04,0.04,0.59,0.07,0.07,4.37,4.0,1.0,4498.0,200.0,200.0,2025,3,1,0,5,True
0.8,0.1,1.9,0.2,0.05,0.077,0.01,0.01,13.297004,0.000185,0.000185,0.093,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454973.948,0.00559,0.00559,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.18,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,284.828038,44.60873,12.0,7.96,13.261,12.657,12.544,611.32,65.09,65.09,-0.329,0.1,0.1,0.59,0.04,0.04,0.59,0.07,0.07,4.37,4.0,1.0,4498.0,200.0,200.0,2025,3,1,0,5,True
0.8,0.1,1.9,0.2,0.05,0.135,0.069,0.069,3.244107,3e-05,3e-05,0.041,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.944,0.00642,0.00642,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.25,0.22,0.22,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.960005,44.900024,12.0,7.96,14.417,13.903,13.896,835.65,22.57,22.57,-0.191,0.1,0.1,0.78,0.04,0.04,0.79,0.4,0.4,4.37,4.0,1.0,5376.0,250.0,250.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.13,0.067,0.067,14.51143,0.000305,0.000305,0.11,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454976.86,0.01341,0.01341,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.31,0.21,0.21,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.960005,44.900024,12.0,7.96,14.417,13.903,13.896,835.65,22.57,22.57,-0.191,0.1,0.1,0.78,0.04,0.04,0.79,0.4,0.4,4.37,4.0,1.0,5376.0,250.0,250.0,2021,2,5,0,4,False
0.38,0.38,1.9,0.2,0.05,0.39,0.01,0.01,105.595,0.038,0.038,0.4644,0.0082,0.0082,0.0,0.03,0.0,89.446,0.026,0.026,2e-05,2012,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,286.8292,42.2792,14.3,7.96,13.391,13.527,12.826,39.4,1.0,1.0,-0.158,0.1,0.1,0.949,0.059,0.059,1.757,0.034,0.034,4.37,4.0,1.0,5640.0,100.0,100.0,2024,8,12,0,0,False
0.8,0.1,1.9,0.2,0.05,0.0651,0.0036,0.0036,6.73808701,4.47e-05,4.47e-05,0.0647,0.001,0.001,0.0,0.03,0.0,89.57,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454966.323,0.00634,0.00634,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.148,0.148,0.321,0.35,0.1,0.1,2.7,1.0,1.0,786.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.628777,41.208603,12.0,7.96,12.584,12.194,12.075,435.277,3.725,3.725,-0.044,0.0125,0.0125,0.877,0.04,0.04,0.829,0.02,0.02,3.24,1.63,2.9,5174.86,106.469,106.469,2024,8,3,0,5,True
0.8,0.1,1.9,0.2,0.05,0.071,0.0036,0.0054,13.0600399,0.0001119,0.0001119,0.1006,0.001,0.001,0.0,0.03,0.0,89.08,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454977.331,0.00969,0.00969,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.495,0.449,0.027,0.35,0.1,0.1,2.7,1.0,1.0,630.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,291.628777,41.208603,12.0,7.96,12.584,12.194,12.075,435.277,3.725,3.725,-0.044,0.0125,0.0125,0.877,0.04,0.04,0.829,0.02,0.02,3.24,1.63,2.9,5174.86,106.469,106.469,2024,8,3,0,5,True
0.8,0.1,1.9,0.2,0.05,0.02543,0.0062,0.0062,7.416755,0.000129,0.000129,0.082,0.001,0.001,0.46,0.46,0.0,85.5,1.7,2.0,2e-05,2014,103.0,46.0,53.0,2457375.59,3.0,11.0,2454970.959,0.01172,0.01172,2455690.396,0.0089,0.013,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.38,0.26,0.23,0.35,0.1,0.1,2.7,1.0,1.0,930.0,140.0,37.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.621815,51.057304,12.0,7.96,11.564,11.072,10.97,891.53,13.32,13.32,0.02,0.1,0.1,1.22,0.04,0.04,3.57,0.85,0.85,4.37,4.0,1.0,4940.0,100.0,100.0,2021,2,5,0,4,False
1.416,1.413,1.9,0.2,0.05,0.316,0.077,0.077,20.485435,0.000393,0.000393,0.161,0.001,0.001,0.27,0.27,0.0,87.27,0.48,0.72,2e-05,2014,126.0,63.0,100.0,2457375.59,3.0,11.0,2454979.924,0.01078,0.01078,2455696.912,0.0074,0.0085,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.11,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,662.0,97.0,89.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.621815,51.057304,12.0,7.96,11.564,11.072,10.97,891.53,13.32,13.32,0.02,0.1,0.1,1.22,0.04,0.04,3.57,0.85,0.85,4.37,4.0,1.0,4940.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.089,0.019,0.019,5.341853,5.5e-05,5.5e-05,0.059,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454969.301,0.00756,0.00756,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.24,0.21,0.21,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,288.660765,43.368084,12.0,7.96,12.414,12.151,12.121,695.06,7.92,7.92,-0.297,0.1,0.1,1.13,0.04,0.04,1.13,0.23,0.23,4.37,4.0,1.0,5938.0,226.0,226.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.098,0.021,0.021,10.423118,8.7e-05,8.7e-05,0.093,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454968.153,0.00501,0.00501,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.08,0.24,0.24,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,288.660765,43.368084,12.0,7.96,12.414,12.151,12.121,695.06,7.92,7.92,-0.297,0.1,0.1,1.13,0.04,0.04,1.13,0.23,0.23,4.37,4.0,1.0,5938.0,226.0,226.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.115,0.022,0.022,9.182417,9.6e-05,9.6e-05,0.091,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454967.048,0.0056,0.0056,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.63,0.26,0.26,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.995257,45.192215,12.0,7.96,12.325,12.087,11.995,904.28,14.42,14.42,-0.217,0.1,0.1,1.32,0.04,0.04,1.38,0.26,0.26,4.37,4.0,1.0,6189.0,100.0,100.0,2025,3,1,0,5,True
0.8,0.1,1.9,0.2,0.05,0.119,0.028,0.028,14.613612,0.000231,0.000231,0.124,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454973.412,0.00736,0.00736,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.76,0.29,0.29,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,290.995257,45.192215,12.0,7.96,12.325,12.087,11.995,904.28,14.42,14.42,-0.217,0.1,0.1,1.32,0.04,0.04,1.38,0.26,0.26,4.37,4.0,1.0,6189.0,100.0,100.0,2025,3,1,0,5,True
0.8,0.1,1.9,0.2,0.05,0.143,0.073,0.073,8.005013,9e-05,9e-05,0.083,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454971.711,0.00687,0.00687,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.24,0.24,0.24,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,296.301953,50.672318,12.0,7.96,13.724,13.436,13.384,1091.69,25.4,25.4,-0.129,0.1,0.1,1.11,0.04,0.04,1.13,0.58,0.58,4.37,4.0,1.0,6402.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.148,0.077,0.077,12.130686,0.00018,0.00018,0.11,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454972.897,0.00918,0.00918,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.45,0.24,0.24,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,296.301953,50.672318,12.0,7.96,13.724,13.436,13.384,1091.69,25.4,25.4,-0.129,0.1,0.1,1.11,0.04,0.04,1.13,0.58,0.58,4.37,4.0,1.0,6402.0,200.0,200.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.134,0.009,0.009,5.613580227,1e-05,1e-05,0.0646,0.001,0.001,0.0,0.03,0.0,89.54,0.2,0.5,2e-05,2017,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454964.817,0.0054,0.0054,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.119,0.119,0.328,0.35,0.1,0.1,2.7,1.0,1.0,1197.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,296.301953,50.672318,12.0,7.96,13.724,13.436,13.384,1091.69,25.4,25.4,-0.129,0.1,0.1,1.11,0.04,0.04,1.13,0.58,0.58,4.37,4.0,1.0,6402.0,200.0,200.0,2024,6,9,0,6,True
0.8,0.1,1.9,0.2,0.05,0.092,0.007,0.007,7.054346,7e-05,7e-05,0.061,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454969.191,0.00566,0.00566,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.09,0.24,0.24,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,293.511099,45.136598,12.0,7.96,13.818,13.131,12.948,426.34,8.22,8.22,-0.163,0.1,0.1,0.53,0.04,0.04,0.56,0.02,0.02,4.37,4.0,1.0,4262.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.118,0.008,0.008,34.989262,0.000543,0.000543,0.177,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454977.223,0.00909,0.00909,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.4,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,293.511099,45.136598,12.0,7.96,13.818,13.131,12.948,426.34,8.22,8.22,-0.163,0.1,0.1,0.53,0.04,0.04,0.56,0.02,0.02,4.37,4.0,1.0,4262.0,100.0,100.0,2021,2,5,0,4,False
0.238,0.018,1.9,0.2,0.05,0.312,0.058,0.114,42.994,1e-05,1e-05,0.36709,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2013,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2455015.653,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,296.132818,48.977402,12.0,7.96,10.672,10.356,12.826,225.19,1.81,1.81,-0.129,0.1,0.1,0.81,1.3,0.58,1.17,0.41,0.41,4.37,4.0,1.0,5384.0,100.0,100.0,2021,2,5,0,4,False
0.056,0.004,1.9,0.2,0.05,0.473,0.088,0.174,88.505,1e-05,1e-05,0.22662,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2013,90.0,30.0,40.0,2457375.59,3.0,11.0,2454965.287,0.001,0.002,2454995.512,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.41,0.23,0.23,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,296.132818,48.977402,12.0,7.96,10.672,10.356,12.826,225.19,1.81,1.81,-0.129,0.1,0.1,0.81,1.3,0.58,1.17,0.41,0.41,4.37,4.0,1.0,5384.0,100.0,100.0,2021,2,5,0,4,False
0.8,0.1,1.9,0.2,0.05,0.219,1.902,1.902,22.250949,0.000186,0.000186,0.144,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2454982.431,0.00524,0.00524,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.94,0.42,0.42,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,295.894109,42.380451,12.0,7.96,14.587,14.123,13.9,969.0,41.0,44.63,-0.035,0.1,0.1,1.0,0.04,0.04,0.77,0.07,0.07,4.37,4.0,1.0,5307.0,100.0,100.0,2025,2,25,0,1,False
0.8,0.1,1.9,0.2,0.05,0.551,0.05,0.05,135.498527,0.000668,0.000668,0.48,0.001,0.001,0.0,0.03,0.0,89.95,0.2,0.5,2e-05,2014,90.0,30.0,40.0,2457375.59,3.0,11.0,2455066.69,0.00246,0.00246,2454964.609,0.001,0.001,2454717.65,0.0007,0.00041,8.0,11.0,11.0,0.84,0.04,0.04,0.35,0.1,0.1,2.7,1.0,1.0,1000.0,20.0,10.0,1050.0,69.0,0.16,0.03,0.03,3.36,295.894109,42.380451,12.0,7.96,14.587,14.123,13.9,969.0,41.0,44.63,-0.035,0.1,0.1,1.0,0.04,0.04,0.77,0.07,0.07,4.37,4.0,1.0,5307.0,100.0,100.0,2025,2,25,0,1,False
